,사직동,삼청동,부암동,평창동,무악동,교남동,가회동,종로1·2·3·4가동,종로5·6가동,이화동,창신1동,창신2동,창신3동,숭인1동,숭인2동,청운효자동,혜화동,소공동,회현동,명동,필동,장충동,광희동,을지로동,신당5동,황학동,중림동,신당동,다산동,약수동,청구동,동화동,후암동,용산2가동,남영동,원효로2동,효창동,용문동,이촌1동,이촌2동,이태원1동,이태원2동,서빙고동,보광동,청파동,원효로1동,한강로동,한남동,왕십리2동,마장동,사근동,행당1동,행당2동,응봉동,금호1가동,금호4가동,성수1가1동,성수1가2동,성수2가1동,성수2가3동,송정동,용답동,왕십리도선동,금호2·3가동,옥수동,화양동,군자동,중곡1동,중곡2동,중곡3동,중곡4동,능동,구의1동,구의2동,구의3동,광장동,자양1동,자양2동,자양3동,자양4동,회기동,휘경1동,휘경2동,청량리동,용신동,제기동,전농1동,전농2동,답십리2동,장안1동,장안2동,이문1동,이문2동,답십리1동,면목2동,면목4동,면목5동,면목7동,상봉1동,상봉2동,중화1동,중화2동,묵1동,묵2동,망우3동,신내1동,신내2동,면목본동,면목3·8동,망우본동,돈암1동,돈암2동,안암동,보문동,정릉1동,정릉2동,정릉3동,정릉4동,길음1동,길음2동,월곡1동,월곡2동,장위1동,장위2동,장위3동,성북동,삼선동,동선동,종암동,석관동,번1동,번2동,번3동,수유1동,수유2동,수유3동,삼양동,미아동,송중동,송천동,삼각산동,우이동,인수동,쌍문1동,쌍문2동,쌍문3동,쌍문4동,방학1동,방학2동,방학3동,창1동,창2동,창3동,창4동,창5동,도봉1동,도봉2동,월계1동,월계2동,월계3동,공릉2동,하계1동,하계2동,중계본동,중계1동,중계4동,상계1동,상계2동,상계5동,상계8동,상계9동,상계10동,상계3·4동,상계6·7동,중계2·3동,공릉1동,녹번동,불광1동,갈현1동,갈현2동,구산동,대조동,응암1동,응암2동,신사1동,신사2동,증산동,수색동,진관동,불광2동,응암3동,역촌동,천연동,홍제1동,홍제3동,홍제2동,홍은1동,홍은2동,남가좌1동,남가좌2동,북가좌1동,북가좌2동,충현동,북아현동,신촌동,연희동,용강동,대흥동,염리동,신수동,서교동,합정동,망원1동,망원2동,연남동,성산1동,성산2동,상암동,도화동,서강동,공덕동,아현동,목1동,목2동,목3동,목4동,신월1동,신월2동,신월3동,신월4동,신월5동,신월6동,신월7동,신정1동,신정2동,신정3동,신정6동,신정7동,목5동,신정4동,염창동,등촌1동,등촌2동,등촌3동,화곡본동,화곡2동,화곡3동,화곡4동,화곡6동,화곡8동,가양1동,가양2동,가양3동,발산1동,공항동,방화1동,방화2동,방화3동,화곡1동,우장산동,신도림동,구로1동,구로3동,구로4동,구로5동,고척1동,고척2동,개봉2동,개봉3동,오류1동,수궁동,가리봉동,구로2동,개봉1동,오류2동,항동,가산동,독산1동,독산2동,독산3동,독산4동,시흥1동,시흥2동,시흥3동,시흥4동,시흥5동,여의동,당산1동,당산2동,양평1동,양평2동,신길1동,신길3동,신길4동,신길5동,신길6동,신길7동,대림1동,대림2동,대림3동,영등포본동,영등포동,도림동,문래동,노량진2동,상도1동,상도2동,상도3동,상도4동,사당1동,사당3동,사당4동,사당5동,대방동,신대방1동,신대방2동,흑석동,노량진1동,사당2동,보라매동,청림동,행운동,낙성대동,중앙동,인헌동,남현동,서원동,신원동,서림동,신사동(관악),신림동,난향동,조원동,대학동,은천동,성현동,청룡동,난곡동,삼성동,미성동,서초1동,서초2동,서초3동,서초4동,잠원동,반포본동,반포1동,반포2동,반포3동,반포4동,방배본동,방배1동,방배2동,방배3동,방배4동,양재1동,양재2동,내곡동,신사동,논현1동,논현2동,삼성1동,삼성2동,대치1동,대치4동,역삼1동,역삼2동,도곡1동,도곡2동,개포1동,개포4동,일원본동,일원1동,개포3동,수서동,세곡동,압구정동,청담동,대치2동,개포2동,풍납1동,풍납2동,거여1동,거여2동,마천1동,마천2동,방이1동,방이2동,오륜동,오금동,송파1동,송파2동,석촌동,삼전동,가락본동,가락1동,가락2동,문정1동,문정2동,잠실본동,잠실4동,잠실6동,잠실7동,잠실2동,잠실3동,장지동,위례동,강일동,상일동,명일1동,명일2동,고덕1동,고덕2동,암사2동,암사3동,천호1동,천호3동,성내1동,성내2동,성내3동,둔촌1동,둔촌2동,암사1동,천호2동,길동,
방배3동,5,0,0,0,0,6,0,1,2,0,0,0,0,0,1,2,1,0,0,0,1,1,5,0,0,0,3,0,1,7,1,0,1,1,1,6,0,0,24,3,4,7,11,0,0,8,9,1,0,2,4,3,1,1,3,5,0,1,2,5,2,0,1,1,13,0,2,2,2,1,4,0,2,1,4,1,0,3,1,4,0,0,2,0,2,0,0,0,0,0,0,1,5,6,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,4,1,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,3,0,0,0,0,0,1,0,3,0,2,5,4,1,0,5,4,2,2,0,0,3,0,6,2,4,2,3,7,0,2,2,1,0,2,0,0,0,1,0,1,0,0,0,1,0,4,6,5,1,5,0,0,1,0,5,0,3,2,0,0,5,0,0,0,0,5,1,3,6,0,1,0,0,1,0,0,6,0,0,0,0,0,0,8,1,1,0,1,0,0,0,1,13,2,6,4,0,0,0,0,0,2,3,0,5,1,3,2,4,4,0,23,12,2,0,18,56,7,10,1,4,4,60,11,51,1,10,7,12,4,17,15,3,0,4,0,1,0,2,7,13,7,20,1,1,9,26,31,134,39,15,0,31,119,56,34,41,137,40,0,64,13,2,12,2,1,2,0,7,9,10,15,11,19,15,21,20,2,0,5,10,18,8,0,17,77,0,0,2,6,0,0,0,1,0,4,1,0,1,1,1,11,0,0,7,5,3,0,3,8,1,2,15,8,1,1,3,0,1,3,5,1,3,2,1,0,0,3,0,1,1,2009
방배4동,0,0,0,2,0,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0,0,0,1,1,1,3,2,0,1,3,1,0,0,0,1,1,1,1,34,6,2,3,4,2,3,7,17,13,0,2,1,9,0,0,0,0,1,1,5,1,4,0,1,2,4,2,0,3,2,6,0,2,2,0,2,0,0,0,8,11,0,0,3,0,5,2,2,0,0,6,0,1,0,0,0,0,0,1,0,3,0,1,3,1,0,4,1,2,0,0,4,1,0,1,0,0,2,0,2,1,0,4,1,0,0,2,0,1,1,0,1,0,1,0,1,6,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,5,1,0,1,2,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,2,0,0,1,2,1,0,0,0,1,10,0,0,0,2,3,0,1,5,0,1,1,1,2,0,2,1,10,8,2,4,0,3,2,2,1,1,0,1,0,0,0,2,5,10,4,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,1,1,7,4,1,0,1,1,2,0,1,0,3,1,0,3,0,6,3,0,1,1,5,2,2,1,1,2,1,0,0,1,0,0,1,1,3,0,0,4,0,2,0,1,5,3,1,1,13,4,3,3,8,4,1,0,3,1,6,1,2,0,2,7,3,0,1,28,7,5,8,58,92,33,20,2,2,7,64,5,107,1,6,11,9,0,5,39,8,1,4,0,2,1,4,11,8,7,4,1,1,2,6,5,21,7,15,0,9,144,19,45,137,82,43,28,0,9,9,5,0,5,2,1,7,8,11,17,7,5,8,5,9,3,2,5,0,13,1,12,12,44,0,3,0,6,0,0,2,2,0,0,2,0,3,2,12,1,2,0,7,7,4,0,2,8,1,4,9,10,1,0,0,0,2,1,0,0,1,1,2,1,0,0,4,0,1,1934
양재1동,2,0,2,1,0,3,1,1,1,1,1,2,0,1,0,4,2,0,0,0,0,1,2,6,1,0,2,0,1,3,6,8,2,3,4,0,0,0,7,7,0,0,0,3,9,9,11,3,1,3,1,2,0,3,2,1,8,1,4,1,0,0,6,3,14,4,1,0,5,2,5,2,1,2,1,8,7,4,8,4,1,0,4,0,3,1,7,1,2,0,1,0,8,4,1,2,4,0,0,6,2,3,0,3,0,2,1,2,1,3,0,1,1,1,1,4,2,1,0,1,4,2,2,0,0,1,3,3,5,3,2,0,0,2,0,4,2,0,2,4,2,2,2,1,2,3,2,1,0,6,1,2,1,1,4,1,2,3,1,2,4,0,6,0,0,0,5,2,2,4,1,10,12,1,0,1,2,6,0,4,6,4,1,3,5,0,2,18,4,5,3,2,3,7,5,0,7,12,0,1,0,3,5,3,5,6,5,2,1,3,7,2,4,2,0,1,9,11,6,3,7,14,0,2,0,0,1,0,0,1,1,1,1,0,0,2,0,1,3,5,2,2,0,1,4,0,2,6,5,2,5,6,2,2,1,2,2,2,5,7,1,0,6,2,0,1,2,3,0,1,0,0,4,0,1,0,7,4,0,7,2,2,0,0,3,1,13,2,4,0,10,2,0,0,0,1,4,1,4,2,5,3,2,4,1,13,7,6,10,12,15,8,2,9,3,2,42,12,22,5,4,8,15,5,15,9,11,1,4,5,10,1,12,11,3,11,10,1,2,2,21,43,16,22,9,0,14,81,11,4,4,4,15,6,10,0,70,34,1,4,8,5,4,18,10,58,67,85,44,62,83,11,8,37,13,58,3,1,69,165,1,9,0,10,3,3,1,15,9,7,3,1,15,11,9,11,8,4,23,16,4,2,5,5,10,7,6,12,5,14,0,2,2,7,1,8,2,0,5,6,0,10,1,3,13,2569
양재2동,2,0,0,2,1,0,1,1,2,0,0,1,3,0,2,1,0,0,0,0,1,5,3,0,4,2,0,1,5,2,3,1,0,1,1,2,1,0,1,1,0,3,5,5,3,3,3,1,7,1,0,1,4,0,3,5,2,0,1,0,1,3,6,11,4,5,3,4,3,1,6,2,4,1,3,2,4,3,2,7,0,0,4,0,0,2,4,0,2,2,2,0,0,2,0,0,0,2,1,2,0,1,7,0,0,1,1,5,5,6,0,1,1,5,4,1,2,2,0,1,1,10,1,0,0,4,4,1,1,6,0,1,2,0,0,0,1,1,0,1,0,2,8,1,0,0,3,0,0,0,1,0,1,2,0,3,0,2,1,6,1,1,0,1,0,1,2,2,1,1,4,1,0,1,1,1,3,1,2,1,3,6,2,1,0,4,0,15,1,1,1,0,0,2,1,2,5,4,0,1,1,1,1,1,4,2,0,2,2,1,1,1,1,1,0,2,3,1,4,1,6,7,0,4,3,1,0,0,1,0,1,1,0,1,0,1,0,0,4,1,3,4,2,2,1,1,1,0,5,8,6,1,1,0,1,2,1,1,2,10,3,0,2,2,3,0,0,3,1,2,1,2,1,5,4,1,4,7,1,3,0,0,1,1,1,0,4,4,5,5,5,2,0,0,1,3,2,0,0,0,3,5,1,4,2,2,2,2,3,17,4,2,6,3,0,3,12,4,10,10,1,9,1,2,10,3,4,2,3,4,4,0,4,6,6,4,7,0,3,5,12,23,18,2,7,0,5,26,3,0,2,5,8,4,1,87,0,31,0,11,2,5,4,7,13,43,21,24,14,31,177,5,6,10,2,62,0,4,7,63,1,3,0,1,4,1,2,8,1,5,2,2,8,9,9,8,11,9,8,13,5,7,0,1,0,8,9,5,2,0,1,1,0,0,1,4,3,2,1,3,0,3,5,1,7,1660
내곡동,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,2,1,1,3,0,1,0,0,1,0,0,2,0,0,0,3,0,0,2,4,0,0,1,0,6,1,0,2,0,2,0,3,0,0,3,1,3,7,0,0,2,2,1,0,0,2,1,3,3,0,2,4,4,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,1,0,4,0,0,0,2,0,0,1,2,5,0,0,4,0,1,3,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,4,3,1,1,0,0,1,1,0,0,1,0,0,3,0,4,1,1,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,1,2,0,0,11,1,3,1,0,4,3,4,3,0,0,1,0,0,1,4,0,0,1,2,5,2,4,3,2,0,2,1,0,1,0,1,0,0,0,0,0,1,0,7,2,0,1,1,2,0,1,1,0,0,0,0,0,2,0,4,0,1,3,1,0,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,2,0,1,2,0,0,0,1,2,2,0,0,5,0,0,0,1,1,0,0,0,0,6,0,0,0,5,0,1,2,3,2,5,4,0,2,0,16,0,2,1,0,3,2,1,1,8,4,1,1,1,0,1,2,4,3,3,0,1,0,1,1,13,1,18,2,0,0,61,10,7,0,10,2,6,1,38,33,0,6,3,1,1,1,9,4,19,14,15,22,32,30,15,5,3,1,96,3,2,13,65,1,3,0,0,0,0,0,4,3,3,0,2,0,4,1,13,4,1,7,4,7,1,0,8,1,9,27,9,4,7,0,0,1,3,4,0,3,2,6,1,0,9,0,0,1,1076
신사동,3,0,0,5,0,0,8,1,1,2,0,0,0,0,0,0,5,0,0,0,0,0,3,5,3,1,1,5,7,14,15,9,1,3,1,1,0,0,9,0,2,9,1,2,0,2,15,13,2,0,4,14,10,8,10,13,4,12,10,3,2,0,9,10,44,1,2,0,2,2,7,2,1,1,5,3,4,5,2,6,0,0,0,0,3,1,0,0,2,4,0,0,0,3,4,0,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,1,1,1,3,1,0,0,0,0,1,2,0,0,0,4,8,1,0,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2,0,3,1,0,1,2,2,0,0,0,0,1,3,1,0,0,0,3,3,3,1,0,0,1,1,1,0,1,7,1,3,1,0,1,9,4,3,0,3,1,4,1,1,2,1,3,0,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,2,1,1,1,1,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,3,4,2,0,1,0,0,0,0,0,0,0,1,1,0,8,3,1,0,2,4,0,0,1,1,1,10,0,4,1,3,2,2,2,3,0,2,4,1,2,1,0,2,2,1,2,3,0,2,1,5,7,20,3,42,0,17,58,10,1,6,1,3,0,2,8,2,0,0,32,6,6,26,5,19,28,26,4,12,5,3,2,1,10,2,15,72,18,28,32,0,2,0,0,2,0,0,5,3,1,6,1,2,9,2,8,5,0,5,6,2,0,0,5,0,0,6,1,6,0,0,0,2,4,0,1,1,0,0,1,0,0,0,1,1,1243
논현1동,6,0,2,0,0,0,0,3,1,0,5,0,2,2,0,1,3,0,0,0,2,2,3,5,4,4,1,0,7,10,8,1,3,8,2,4,4,4,3,2,4,4,5,5,3,5,2,14,9,4,2,5,6,14,9,5,7,4,1,1,8,1,9,11,24,11,7,5,2,5,4,8,7,11,7,4,8,10,12,18,0,1,4,0,9,1,2,2,7,2,4,1,2,4,8,8,0,2,1,5,4,3,1,2,0,3,0,11,1,3,1,1,3,3,0,1,2,4,2,2,2,7,1,0,0,8,1,1,5,3,0,1,2,1,1,3,3,3,1,0,5,1,3,0,3,0,0,3,0,5,2,2,1,1,1,1,3,0,1,6,2,2,0,0,1,1,15,0,0,1,1,3,0,2,1,2,1,4,0,0,2,3,1,2,2,0,6,4,9,2,1,4,1,8,0,5,1,1,0,4,0,1,10,2,5,6,10,0,1,5,5,3,5,4,4,2,9,2,7,3,8,9,2,2,3,2,3,4,1,1,2,3,0,0,2,5,0,0,1,5,5,10,1,0,6,1,2,1,4,4,4,1,2,2,2,0,7,0,4,10,6,1,5,7,5,1,1,1,0,2,0,1,1,5,1,0,9,9,1,1,0,0,3,0,0,0,6,6,6,1,6,4,1,1,1,9,1,2,2,3,3,12,1,1,3,12,5,7,14,9,7,3,2,9,3,3,14,9,15,7,2,7,1,9,7,8,9,5,12,7,11,0,4,11,6,3,8,6,4,5,7,19,12,20,28,0,73,12,9,6,3,6,3,1,1,11,10,0,25,0,85,8,61,9,35,227,49,18,12,14,13,1,8,7,3,23,12,33,13,45,1,3,1,2,0,0,3,19,0,17,18,7,24,24,8,1,15,3,4,17,4,0,0,3,7,3,6,2,5,2,1,0,7,1,1,2,11,1,6,11,0,4,5,12,10,2435
논현2동,4,0,1,2,0,2,0,0,0,5,1,0,1,0,0,3,3,0,1,1,0,1,4,4,6,3,2,1,1,5,2,4,1,3,2,3,5,2,5,2,5,5,6,3,3,4,4,8,5,6,2,17,6,5,7,9,12,5,2,2,9,6,12,20,18,11,9,4,8,6,13,4,8,7,3,2,7,8,18,37,0,0,2,0,5,0,7,0,2,2,0,2,0,1,5,5,1,8,1,10,2,3,1,1,2,2,5,4,2,4,0,0,0,2,0,2,1,0,0,1,0,1,2,2,0,0,1,1,0,3,2,0,1,1,0,4,3,2,1,0,0,2,3,0,0,1,0,1,0,0,2,0,0,8,5,1,4,4,0,5,2,0,1,0,1,3,2,1,3,1,2,1,5,1,7,3,2,3,1,2,0,3,5,2,0,1,0,1,3,2,0,2,0,0,2,0,0,0,1,2,1,1,3,3,1,8,3,2,0,6,5,1,2,2,0,4,4,7,1,4,5,2,0,6,0,2,1,1,1,1,1,0,1,0,0,2,0,2,2,2,6,8,2,1,6,2,1,0,5,4,4,3,2,1,6,1,6,1,7,3,0,1,2,1,4,2,1,0,0,2,4,0,0,0,1,0,7,4,1,1,1,3,0,0,1,0,16,4,7,4,3,4,0,1,0,0,0,0,3,2,0,5,4,1,2,3,0,2,7,6,2,3,9,4,5,2,13,9,14,2,2,5,3,5,8,8,5,2,0,2,8,0,1,9,2,1,9,2,0,2,3,17,9,2,14,0,16,21,9,6,9,10,1,3,1,5,7,2,11,103,0,20,138,11,35,190,72,16,12,15,22,9,11,4,7,32,20,79,37,73,7,4,0,0,1,2,4,12,0,6,11,5,22,25,3,3,5,0,8,22,0,2,3,9,3,2,4,7,4,3,0,0,3,2,1,0,5,3,0,5,0,3,1,4,4,2277
삼성1동,3,1,0,0,0,0,0,0,3,1,0,0,0,0,2,4,1,1,0,0,1,0,0,0,1,1,0,1,1,3,1,2,2,1,0,0,0,6,2,3,2,1,5,0,0,2,5,15,0,3,3,6,0,1,1,7,16,1,17,0,2,1,8,9,7,9,2,1,2,1,1,2,3,2,0,4,3,2,14,16,0,0,2,0,1,1,0,0,1,4,0,0,0,0,0,1,0,2,0,2,5,1,0,0,1,0,1,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,3,1,5,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,2,0,1,1,1,1,0,2,2,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,6,0,2,1,4,3,0,5,0,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,6,3,0,0,0,2,0,0,0,0,14,0,10,4,0,0,3,0,0,1,0,3,0,0,0,2,0,2,2,1,0,0,2,0,6,2,0,3,0,0,3,1,0,1,0,3,2,2,6,1,0,1,1,1,0,0,0,2,0,1,1,2,0,0,3,5,5,4,9,0,10,24,3,0,3,3,1,0,3,1,0,3,4,6,26,0,100,1,12,43,28,14,21,11,4,6,2,0,5,21,14,59,61,52,1,1,0,6,0,1,0,8,5,5,5,5,16,21,4,7,3,2,8,29,0,4,2,6,18,2,1,1,6,5,0,1,0,2,0,1,2,1,0,5,0,6,1,7,3,1218
삼성2동,2,0,0,5,2,0,1,3,3,4,2,0,0,1,5,5,3,1,2,1,1,0,5,9,2,15,1,2,10,8,1,0,1,2,0,2,1,1,8,3,5,1,1,0,0,11,7,22,2,3,0,13,3,2,7,12,15,11,11,4,1,0,16,9,27,5,4,7,5,3,8,0,9,7,6,14,11,2,21,32,1,1,2,0,4,0,12,0,0,0,0,1,0,0,3,0,2,3,0,7,2,3,2,1,0,1,0,5,6,8,2,9,2,1,0,3,3,1,6,9,0,0,5,0,0,5,5,2,9,2,0,0,0,2,3,1,1,1,3,2,0,0,1,1,1,0,3,3,0,0,3,0,0,1,4,0,1,4,1,3,4,0,2,1,0,1,1,1,2,5,4,3,3,4,2,2,1,1,3,0,2,5,1,0,1,0,1,7,1,2,0,1,1,3,1,0,12,0,4,3,0,2,5,0,4,5,6,3,5,2,5,6,2,1,4,3,6,5,5,2,2,12,5,2,0,0,0,1,0,1,1,0,0,2,0,1,2,0,1,2,11,3,1,8,0,0,1,0,11,3,3,2,3,0,3,1,2,0,2,1,3,2,5,1,3,1,1,2,0,2,0,0,2,2,1,0,6,7,1,0,0,1,0,0,0,3,9,5,7,5,4,1,1,1,0,5,0,1,3,1,0,5,3,3,3,13,10,0,6,6,13,0,3,4,1,2,23,3,3,2,4,5,2,5,8,4,3,0,6,1,3,0,3,6,3,5,20,0,1,1,3,2,4,8,8,0,11,56,9,1,4,5,0,0,1,9,5,6,2,25,102,79,0,24,67,140,90,16,47,57,30,12,10,17,5,31,40,166,100,198,1,9,0,10,1,1,3,16,4,11,12,10,22,18,4,32,3,3,13,31,9,4,13,40,30,3,11,8,4,4,1,4,6,3,5,3,14,3,4,8,0,6,8,5,7,2905
대치1동,10,0,0,4,0,1,1,3,4,0,1,1,1,0,0,0,6,0,0,3,0,1,1,4,1,1,0,0,0,3,4,0,0,0,0,0,0,0,1,1,1,0,10,6,0,1,24,10,0,0,0,0,3,0,1,0,6,3,5,0,0,1,24,8,13,0,0,0,0,0,4,0,0,0,6,4,3,4,13,12,0,0,2,0,1,0,4,3,0,0,0,2,0,1,0,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,0,0,2,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,4,0,1,4,1,0,0,3,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,4,2,0,0,3,1,0,0,1,1,0,0,0,0,0,8,4,2,10,1,6,1,0,1,0,0,0,0,3,0,0,0,3,21,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,24,0,6,0,1,0,0,0,0,0,1,0,1,0,0,6,0,1,0,5,1,0,0,4,1,0,0,0,0,0,12,1,2,0,1,0,6,1,0,0,0,1,2,0,1,0,0,2,0,4,0,0,0,1,2,5,8,4,5,0,20,99,20,0,6,1,2,2,0,3,2,4,13,1,6,11,8,0,34,18,73,27,205,126,14,9,4,25,7,13,26,13,214,524,1,3,0,8,1,1,0,2,10,2,0,0,2,1,3,46,0,6,20,10,13,5,22,29,17,6,10,1,0,1,0,1,6,4,11,0,0,0,0,0,0,1,0,0,1,2275
대치4동,0,0,0,4,0,1,1,1,4,5,0,0,0,3,1,0,6,0,1,0,1,2,2,4,0,1,2,0,3,0,0,3,2,1,4,2,2,0,2,4,0,1,0,3,5,0,6,2,8,4,6,6,6,3,3,4,12,4,4,7,2,2,12,1,8,6,10,4,5,1,0,0,6,3,9,2,5,7,9,17,0,0,8,0,0,2,9,0,0,7,0,5,2,4,2,2,2,7,2,3,2,1,1,0,0,8,1,0,2,2,6,5,2,3,1,1,1,1,7,4,3,6,0,0,0,5,0,3,1,4,0,0,0,3,0,0,0,1,1,6,0,0,0,2,0,2,2,2,0,0,0,2,0,4,0,1,0,1,0,4,0,3,0,3,1,1,1,2,1,1,2,4,5,3,7,6,1,1,0,0,1,2,3,0,6,0,5,1,10,1,0,5,4,0,1,1,0,0,0,0,1,3,2,2,5,8,6,4,2,1,5,4,2,0,1,3,3,4,1,0,3,12,1,3,0,6,0,0,0,1,0,0,0,0,0,1,0,2,6,0,7,1,0,1,8,0,1,1,0,1,7,0,4,0,0,2,1,1,5,5,2,2,5,5,4,0,0,1,0,5,2,1,3,0,1,4,2,3,0,0,1,1,0,0,1,1,8,4,7,2,5,3,1,0,3,2,2,1,0,0,2,5,2,2,0,7,5,6,1,3,4,1,3,6,1,3,14,6,5,5,8,13,6,0,5,5,2,6,8,1,7,1,6,12,3,7,7,2,1,2,11,2,7,3,4,0,4,22,6,1,3,1,2,3,9,11,6,7,8,15,17,5,35,40,0,122,198,31,44,32,21,12,19,15,15,54,11,16,219,168,2,8,6,8,3,5,3,19,2,19,23,8,24,23,16,6,5,8,17,35,3,4,7,28,10,8,8,3,2,1,0,0,3,2,0,2,4,2,8,6,0,1,0,8,5,2449
역삼1동,9,0,1,3,1,6,0,3,4,4,2,2,2,1,12,4,2,4,3,1,1,0,8,12,2,8,1,0,6,16,6,3,0,7,1,3,6,3,3,8,8,12,5,4,10,20,23,12,13,5,9,11,15,8,6,9,20,10,9,10,7,9,16,19,31,19,7,8,7,7,8,7,9,7,17,6,13,12,18,27,0,2,6,0,5,2,5,2,6,4,1,3,0,3,5,7,0,3,6,12,5,7,6,2,2,3,3,14,7,6,0,6,4,3,1,2,2,3,5,2,7,0,1,1,6,4,9,3,8,3,4,1,1,5,1,8,2,2,2,6,1,3,1,1,1,0,1,4,3,1,3,2,1,12,2,1,2,3,0,2,5,1,5,4,5,1,2,1,0,5,2,6,1,7,5,10,6,6,3,4,2,7,3,8,4,2,2,5,8,9,2,5,4,8,4,1,3,7,3,10,6,7,11,2,14,12,10,7,5,7,16,8,3,3,4,3,22,3,11,6,14,18,4,10,2,6,1,6,5,3,3,5,0,1,2,4,4,0,1,5,21,16,2,12,6,4,3,3,14,6,17,2,5,6,6,6,4,7,14,13,9,4,10,7,7,5,1,2,1,2,3,6,4,2,2,3,14,22,2,4,4,3,2,1,1,0,25,8,19,7,17,5,2,3,1,0,7,3,5,8,4,23,10,10,9,20,13,6,9,33,17,15,13,12,9,10,25,20,19,5,3,24,22,18,21,18,24,8,14,17,36,1,17,24,27,9,36,7,5,11,37,77,30,36,13,0,39,22,12,7,7,4,5,13,13,49,32,16,8,106,91,30,112,6,133,0,304,90,52,23,62,18,23,13,12,77,16,42,41,91,3,7,2,6,10,1,7,46,1,7,30,7,61,68,11,22,12,16,34,85,2,2,0,18,20,6,13,5,7,11,2,2,10,4,4,8,15,7,18,8,0,9,7,14,16,4762
